URL,ImproperDate,Date,River,District,State,lat,long
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3f59d94d4abb2656cc,"Ganga River - Katihar, Bihar - February 19, 2025",19 Feb 2025,Ganga,Katihar,Bihar,25.410408,87.372579
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3f59d94d4abb2656c8,"Ganga River - Bhagalpur, Bihar - February 19, 2025",19 Feb 2025,Ganga,Bhagalpur,Bihar,25.372184,87.337609
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3f59d94d4abb2656c4,"Ganga River - Bhagalpur, Bihar - February 19, 2025",19 Feb 2025,Ganga,Bhagalpur,Bihar,25.3374339999999,87.2566779999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3f59d94d4abb2656bc,"Ganga River - Bhagalpur, Bihar - February 18, 2025",18 Feb 2025,Ganga,Bhagalpur,Bihar,25.261258,87.2239799999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3f59d94d4abb2656b0,"Ganga River - Bhagalpur, Bihar - February 18, 2025",18 Feb 2025,Ganga,Bhagalpur,Bihar,25.26076,87.04979
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3f59d94d4abb2656a8,"Ganga River - Bhagalpur, Bihar - February 18, 2025",18 Feb 2025,Ganga,Bhagalpur,Bihar,25.30142,87.02491
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3f59d94d4abb265694,"Ganga River - Munger, Bihar - February 17, 2025",17 Feb 2025,Ganga,Munger,Bihar,25.251505,86.724725
https://sandwatch.envmonitoring.in/published-page/caseReports?id=67b33dd6933664000be5dcd9,"Bhutahi Balan River - Phulparas, Madhubani - 17th Feb 2025",17 Feb 2025,Bhutahi Balan,Madhubani,Bihar,26.351984,86.508526
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3f59d94d4abb26568c,"Ganga River - Begusarai, Bihar - February 16, 2025",16 Feb 2025,Ganga,Begusarai,Bihar,25.3422799999999,86.1768
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3f59d94d4abb265688,"Ganga River - Lakhisarai, Bihar - February 16, 2025",16 Feb 2025,Ganga,Lakhisarai,Bihar,25.304109,86.104121
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3f59d94d4abb265684,"Ganga River - Patna, Bihar - February 16, 2025",16 Feb 2025,Ganga,Patna,Bihar,25.370194,86.007637
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265680,"Ganga River - Patna, Bihar - February 15, 2025",15 Feb 2025,Ganga,Patna,Bihar,25.373483,85.9972649999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb26567c,"Ganga River - Patna, Bihar - February 15, 2025",15 Feb 2025,Ganga,Patna,Bihar,25.3746739999999,85.995631
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265678,"Ganga River - Patna, Bihar - February 15, 2025",15 Feb 2025,Ganga,Patna,Bihar,25.3875819999999,85.97906
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265674,"Ganga River - Begusarai, Bihar - February 15, 2025",15 Feb 2025,Ganga,Begusarai,Bihar,25.4260979999999,85.930436
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb26566c,"Ganga River - Begusarai, Bihar - February 15, 2025",15 Feb 2025,Ganga,Begusarai,Bihar,25.4951809999999,85.9035769999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265668,"Ganga River - Patna, Bihar - February 15, 2025",15 Feb 2025,Ganga,Patna,Bihar,25.5309719999999,85.790941
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265644,"Ganga River - Samastipur, Bihar - February 15, 2025",15 Feb 2025,Ganga,Samastipur,Bihar,25.508312,85.5460419999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265638,"Ganga River - Patna, Bihar - February 15, 2025",15 Feb 2025,Ganga,Patna,Bihar,25.488208,85.4511949999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb26562c,"Ganga River - Patna, Bihar - February 14, 2025",14 Feb 2025,Ganga,Patna,Bihar,25.509025,85.4261929999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265620,"Ganga River - Patna, Bihar - February 14, 2025",14 Feb 2025,Ganga,Patna,Bihar,25.5089959999999,85.3287519999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265618,"Ganga River - Patna, Bihar - February 14, 2025",14 Feb 2025,Ganga,Patna,Bihar,25.5101629999999,85.3183209999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265610,"Ganga River - Patna, Bihar - February 14, 2025",14 Feb 2025,Ganga,Patna,Bihar,25.526976,85.292753
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb26560c,"Ganga River - Patna, Bihar - February 14, 2025",14 Feb 2025,Ganga,Patna,Bihar,25.549678,85.2816289999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265608,"Ganga River - Patna, Bihar - February 14, 2025",14 Feb 2025,Ganga,Patna,Bihar,25.550184,85.2816179999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265604,"Ganga River - Vaishali, Bihar - February 14, 2025",14 Feb 2025,Ganga,Vaishali,Bihar,25.559833,85.281874
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265600,"Ganga River - Vaishali, Bihar - February 14, 2025",14 Feb 2025,Ganga,Vaishali,Bihar,25.564159,85.2813239999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb2655fc,"Ganga River - Patna, Bihar - February 14, 2025",14 Feb 2025,Ganga,Patna,Bihar,25.5879289999999,85.256596
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb2655f8,"Ganga River - Patna, Bihar - February 14, 2025",14 Feb 2025,Ganga,Patna,Bihar,25.595641,85.244999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb2655f4,"Ganga River - Patna, Bihar - February 14, 2025",14 Feb 2025,Ganga,Patna,Bihar,25.599205,85.239029
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb2655e8,"Ganga River - Patna, Bihar - February 14, 2025",14 Feb 2025,Ganga,Patna,Bihar,25.6148549999999,85.205431
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb2655e4,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.6159339999999,85.2040719999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb2655dc,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.6245249999999,85.171293
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb2655d4,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.658809,85.1071029999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb2655d0,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.656583,85.0913099999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb2655c0,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.653835,85.081181
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb2655b8,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.653776,85.080955
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb2655b0,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.6539999999999,85.0625189999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb2655a8,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.6558939999999,85.0559109999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb2655a4,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.658709,85.0502019999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb26559c,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.6643979999999,85.0441749999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265598,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.666174,85.0420569999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265594,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.666913,85.041133
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265590,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.6706959999999,85.035988
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb26558c,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.6730039999999,85.0323929999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265588,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.673344,85.0202749999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265580,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.666294,84.976207
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb26557c,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.6657809999999,84.972339
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265578,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.6655459999999,84.9683009999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265574,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.6651699999999,84.9668879999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265570,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.6633339999999,84.960875
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb26556c,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.6622869999999,84.957175
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265568,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.661992,84.9558099999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265564,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.6603619999999,84.9496599999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265560,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.6603029999999,84.9443579999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb26555c,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.660128,84.9405749999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265558,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.6596119999999,84.9363599999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265554,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.6602239999999,84.932079
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265550,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.6606689999999,84.9270439999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb26554c,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.662593,84.917929
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265548,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.665634,84.909665
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265544,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.667653,84.905629
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265540,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.6723579999999,84.896293
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265534,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.679818,84.886015
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265530,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.68457,84.8808789999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb26552c,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.685997,84.879704
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265528,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.691447,84.876033
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265524,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.694606,84.875562
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265520,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.698328,84.873416
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb265510,"Ganga River - Patna, Bihar - February 13, 2025",13 Feb 2025,Ganga,Patna,Bihar,25.709502,84.8661859999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3e59d94d4abb26550c,"Ganga River - Saran, Bihar - February 13, 2025",13 Feb 2025,Ganga,Saran,Bihar,25.71199,84.865165
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3d59d94d4abb265504,"Ganga River - Saran, Bihar - February 13, 2025",13 Feb 2025,Ganga,Saran,Bihar,25.7197579999999,84.858699
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3d59d94d4abb265500,"Ganga River - Saran, Bihar - February 13, 2025",13 Feb 2025,Ganga,Saran,Bihar,25.721508,84.856296
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3d59d94d4abb2654fc,"Ganga River - Saran, Bihar - February 13, 2025",13 Feb 2025,Ganga,Saran,Bihar,25.72237,84.854112
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3d59d94d4abb2654f8,"Ganga River - Saran, Bihar - February 13, 2025",13 Feb 2025,Ganga,Saran,Bihar,25.723759,84.8490079999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3d59d94d4abb2654f4,"Ganga River - Saran, Bihar - February 13, 2025",13 Feb 2025,Ganga,Saran,Bihar,25.7241649999999,84.846096
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3d59d94d4abb2654f0,"Ganga River - Saran, Bihar - February 13, 2025",13 Feb 2025,Ganga,Saran,Bihar,25.72472,84.8434189999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3d59d94d4abb2654ec,"Ganga River - Saran, Bihar - February 13, 2025",13 Feb 2025,Ganga,Saran,Bihar,25.725356,84.841262
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3d59d94d4abb2654e8,"Ganga River - Saran, Bihar - February 13, 2025",13 Feb 2025,Ganga,Saran,Bihar,25.726393,84.8381219999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3d59d94d4abb2654e4,"Ganga River - Saran, Bihar - February 13, 2025",13 Feb 2025,Ganga,Saran,Bihar,25.7281289999999,84.83243
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3d59d94d4abb2654e0,"Ganga River - Saran, Bihar - February 12, 2025",12 Feb 2025,Ganga,Saran,Bihar,25.726931,84.827539
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3d59d94d4abb2654dc,"Ganga River - Saran, Bihar - February 12, 2025",12 Feb 2025,Ganga,Saran,Bihar,25.725694,84.813702
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3d59d94d4abb2654d8,"Ganga River - Saran, Bihar - February 12, 2025",12 Feb 2025,Ganga,Saran,Bihar,25.7256399999999,84.813207
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3d59d94d4abb2654d4,"Ganga River - Saran, Bihar - February 12, 2025",12 Feb 2025,Ganga,Saran,Bihar,25.7239119999999,84.802277
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3d59d94d4abb2654d0,"Ganga River - Saran, Bihar - February 12, 2025",12 Feb 2025,Ganga,Saran,Bihar,25.7218389999999,84.792866
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3d59d94d4abb2654cc,"Ganga River - Saran, Bihar - February 12, 2025",12 Feb 2025,Ganga,Saran,Bihar,25.7401909999999,84.7274879999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3d59d94d4abb2654b8,"Ganga River - Ballia, Uttar Pradesh - February 12, 2025",12 Feb 2025,Ganga,Ballia,Uttar Pradesh,25.69807,84.486742
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3d59d94d4abb2654b4,"Ganga River - Ballia, Uttar Pradesh - February 12, 2025",12 Feb 2025,Ganga,Ballia,Uttar Pradesh,25.6965509999999,84.4285959999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3d59d94d4abb2654b0,"Ganga River - Ballia, Uttar Pradesh - February 12, 2025",12 Feb 2025,Ganga,Ballia,Uttar Pradesh,25.72098,84.1843889999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3d59d94d4abb2654ac,"Ganga River - Ballia, Uttar Pradesh - February 11, 2025",11 Feb 2025,Ganga,Ballia,Uttar Pradesh,25.6003019999999,84.0008499999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3d59d94d4abb2654a8,"Ganga River - Ballia, Uttar Pradesh - February 11, 2025",11 Feb 2025,Ganga,Ballia,Uttar Pradesh,25.596401,83.9942089999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3d59d94d4abb2654a4,"Ganga River - Ghazipur, Uttar Pradesh - February 11, 2025",11 Feb 2025,Ganga,Ghazipur,Uttar Pradesh,25.519921,83.8759529999999
https://sandwatch.envmonitoring.in/published-page/caseReports?id=68a9b1916f751b000b9b462e,"Narmada River - Narmadapuram District, Madhya Pradesh - 01/01/2025",1 Jan 2025,Narmada,Narmadapuram,Madhya Pradesh,22.606,77.375
https://sandwatch.envmonitoring.in/published-page/caseReports?id=67c6d2ee01fb77000b4aa7f6,"River Mula - Pune, Maharashtra   | 31-12-24 to 04-03-2024",31 Dec 2024,Mula,Pune,Maharashtra,18.564444,73.793889
https://sandwatch.envmonitoring.in/published-page/caseReports?id=676a8645ff7406000b61ad79,"River Tawa - Hoshangabad, Madhya Pradesh, 19th Dec 2024",19 Dec 2024,Tawa,Narmadapuram,Madhya Pradesh,22.70923381395292,77.83666893492025
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3d59d94d4abb26549c,"Gandak River - Saran, Bihar - December 2, 2024",2 Dec 2024,Gandak,Saran,Bihar,26.1458500195294,84.8977860063314
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3d59d94d4abb2654a0,"Gandak River - Paschim Champaran, Bihar - November 25, 2024",25 Nov 2024,Gandak,Pashchim Champaran,Bihar,27.43881,83.906
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3d59d94d4abb265498,"Gandak River - Paschim Champaran, Bihar - November 25, 2024",25 Nov 2024,Gandak,Pashchim Champaran,Bihar,27.4106829799711,83.8614429719746
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3d59d94d4abb265494,"Gandak River - Paschim Champaran, Bihar - November 25, 2024",25 Nov 2024,Gandak,Pashchim Champaran,Bihar,27.4346869904547,83.8886929582804
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3d59d94d4abb265490,"Rupnarayan River - Paschim Medinipur, West Bengal - November 14, 2024",14 Nov 2024,Rupnarayan,Paschim Medinipur,West Bengal,22.6395890302956,87.8013630118221
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6901fe3d59d94d4abb26548c,"Rupnarayan River - Paschim Medinipur, West Bengal - November 14, 2024",14 Nov 2024,Rupnarayan,Paschim Medinipur,West Bengal,22.6485900208354,87.7988750115036
https://sandwatch.envmonitoring.in/published-page/caseReports?id=66bde1067c55ec000bed1f7a,"Kosi River - Saharsa, Bihar - 15th August 2024",15 Aug 2024,Kosi (Bihar),Saharsa,Bihar,25.70309099,86.54292704
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6846957536eee6000b1588da,"River Lakshmantheertha, Kodagu, Karnataka - 4th May, 2024",4 May 2024,Kaveri,Kodagu,Karnataka,12.095812,76.02274
https://sandwatch.envmonitoring.in/published-page/caseReports?id=66d01b763360a7000b640655,"Gad River -  Sindhudurg, Maharashtra - April 2024",26 Apr 2024,Karli,Sindhudurg,Maharashtra,16.008992,73.605536
https://sandwatch.envmonitoring.in/published-page/caseReports?id=66d019623360a7000b640563,"Gad River - Sindhudurg, Maharashtra - 12th April 2024",12 Apr 2024,Gad,Sindhudurg,Maharashtra,16.150592,73.458183
https://sandwatch.envmonitoring.in/published-page/caseReports?id=66d01886aa87c1000b14c758,"Gad River - Sindhudurg, Maharashtra - 12th April 2024",12 Apr 2024,Gad,Sindhudurg,Maharashtra,16.157017,73.470469
https://sandwatch.envmonitoring.in/published-page/caseReports?id=68bff12f0b8f5fde50f7e60d,"Amba Jadeed, Sehore - Narmada River - 9th April 2024",9 Apr 2024,Narmada,Sehore,Madhya Pradesh,22.561081,77.320219
https://sandwatch.envmonitoring.in/published-page/caseReports?id=6604f1a40731cc000b9db19e,"Mandawar Village - Shamli District, Uttar Pradesh, Yamuna River - 22nd March 2024",22 Mar 2024,Yamuna,Shamli,Uttar Pradesh,29.45335,77.13004
https://sandwatch.envmonitoring.in/published-page/caseReports?id=66d0176aaa87c1000b14c5c8,"Gad River - Sindhudurg, Maharashtra - 15th March 2024",15 Mar 2024,Gad,Sindhudurg,Maharashtra,16.104036,73.4656
https://sandwatch.envmonitoring.in/published-page/caseReports?id=66cf15b13d0b5d000bb4dc80,"Chambal River - Morena, Madhya Pradesh - 15th March 2024",15 Mar 2024,Chambal,Morena,Madhya Pradesh,26.6922078,78.0010645
https://sandwatch.envmonitoring.in/published-page/caseReports?id=66cf14d23d0b5d000bb4dace,"Chambal River - Dholpur, Rajasthan - 15th March 2024",15 Mar 2024,Chambal,Dhaulpur,Rajasthan,26.708826,78.091674
https://sandwatch.envmonitoring.in/published-page/caseReports?id=66cf16bc3d0b5d000bb4dea5,"Chambal River - Dholpur, Rajasthan - 14th March 2024",14 Mar 2024,Chambal,Dhaulpur,Rajasthan,26.65962,77.950204
https://sandwatch.envmonitoring.in/published-page/caseReports?id=66cf12973d0b5d000bb4d4db,"Chambal River - Morena, Madhya Pradesh - 14th March 2024",14 Mar 2024,Chambal,Morena,Madhya Pradesh,26.6115281,77.8639336
https://sandwatch.envmonitoring.in/published-page/caseReports?id=66cf13193d0b5d000bb4d669,"Chambal River - Morena, Madhya Pradesh - 13th March 2024",13 Mar 2024,Chambal,Morena,Madhya Pradesh,26.6922078,78.0010645
https://sandwatch.envmonitoring.in/published-page/caseReports?id=65eedd0dbff054000b40220c,"Mining on the Ajay near Harinathpur, 12th March 2024",12 Mar 2024,Ajay,Barddhaman,West Bengal,23.598731,87.570317
https://sandwatch.envmonitoring.in/published-page/caseReports?id=65eed96ebff054000b401bdb,"Damodar River, Around Ajay Setu - 11th March 2024",11 Mar 2024,Damodar,Barddhaman,West Bengal,23.61615250523469,87.5259840615229
https://sandwatch.envmonitoring.in/published-page/caseReports?id=65f6bb5fc94ea7000b69724d,"Akalwara, Madhya Pradesh - Narmada River, 10th March 2024",10 Mar 2024,Narmada,Dhar,Madhya Pradesh,22.09227,75.01138
https://sandwatch.envmonitoring.in/published-page/caseReports?id=65eee0a6d2b7fe000b7dea17,"Damodar River, Aban Setu - 10th March 2024",10 Mar 2024,Damodar,Barddhaman,West Bengal,23.61702334810349,87.70157999207548
